Date,ISO Week,Reporting week,Time (A),State,LGA,Village,Road,Lat,Long,Description,Incident type,Incident Category,Threat Category,Perpetrator,Target,Fatality
05/03/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,MMC/JERE,MAIDUGURI,,11.83430004,13.1157999,"GF/NPF arrested a male off-duty GF/NA member and recovered 2000 rounds of ammunition. As he was about to board a commercial vehicle in the motor park, nearby civilians found his behaviour suspicious. After searching his luggage, they found the ammunition, apprehended *arrest* *arrest* and handed him over to GF/NPF.",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
05/03/2021,19,30.04.2021 - 06.05.2021,16:00,ADAMAWA,MADAGALI,GULAK,,10.80588245,13.45752811,"GF/NA arrested a male civilian suspected of having links with OAG operatives and seized foodstuff, medical supplies and other valuables from him.",Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
05/03/2021,19,30.04.2021 - 06.05.2021,17:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,"Following a tip-off, GF/NA conducted a cordon and search operation in the camp. No arrests or recoveries were reported.",Arrest/Detention,Confine,Armed Conflict,Government Forces,Civilians,0
05/03/2021,19,30.04.2021 - 06.05.2021,17:00,BORNO,GWOZA,WALAA'B',,11.15616989,13.73542976,"OAG operatives with rifles riding motorcycles attacked a GF position, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/03/2021,19,30.04.2021 - 06.05.2021,20:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,"OAG operatives with rifles approached a GF/NA position on the outskirts of the town through Wuturo axis and fired shots at GF, prompting the GF to return fire. The exchange lasted for several minutes and eventually GF re-enforcement team from the GF base deployed, prompting the operatives to retreat. The outcome was unknown.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/03/2021,19,30.04.2021 - 06.05.2021,20:00,BORNO,MAFA,AJIRI,,11.97389984,13.71189976,"OAG operatives with rifles aboard light trucks mounted with HMGs attacked a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until GF vacated their position. Subsequently, GF deployed Closed Air Support (CAS) prompting the operatives to retreat. During the armed clash, the operatives reportedly shot and killed 15 GF/CJTF members, 10 civilians, five GF/NA members and injured at least two others.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/03/2021,19,30.04.2021 - 06.05.2021,21:00,YOBE,YUNUSARI,KANAMMA,,13.09939957,12.10779953," ISWAP  operatives with rifles aboard vehicles infiltrated the town, asked about the residences of NGO staff and teachers. They subsequently set on fire several residences belong some civilians before withdrawing. Afterward, the operatives returned to the town aboard three vehicles and maintained a presence until the early hours of 04.05.2021. ISWAP claimed the attack via an-Naba' on 06.05.2021.",SAF attack,Attack,Terrorism,OAG,INGO,0
05/03/2021,19,30.04.2021 - 06.05.2021,21:00,ADAMAWA,MADAGALI,SABONGARI CHAMBULA,,10.86672401,13.51909256,"OAG operatives *armed attack* a vigilante position, prompting them to return fire. The exchange lasted for several minutes and eventually GF/NA re-enforcement team deployed to the scene prompting the operatives to retreat. No casualties were reported. ",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/03/2021,19,30.04.2021 - 06.05.2021,U/N,YOBE,GEIDAM,GEIDAM,GEIDAM - BAIOMARI RD,12.8494997,11.86870003,"OAG operatives with rifles *ambush* vigilantes aboard vehicles in transit along the road, prompting them to return fire. The exchange lasted for several minutes until the operatives retreated while the vigilantes continued their journey to Gashua town. No casualties were reported.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
05/04/2021,19,30.04.2021 - 06.05.2021,00:00,BORNO,BAMA,BANKI,,11.25139999,14.14820004,"GF/CJTF armed with handguns fired warning shots upon sighting a suspected OAG operative attempting to scale the wall of an IDP camp, prompting the operative to flee.",Warning shots,Threat,Armed Conflict,Government Forces,OAG,0
05/04/2021,19,30.04.2021 - 06.05.2021,02:00,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,Criminals *burlary* a residence and *theft / mugging* foodstuff and other valuables.,Burglary,Theft,Criminality,Criminals,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,03:00,ADAMAWA,YOLA SOUTH,YOLA,,9.199999809,12.48333263,Criminals armed with handguns *burglary* into a private residence and  Kidnap/Abductionion  Kidnap/Abductionion Abductionion one female civilian.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,06:00,BORNO,KONDUGA,MELERI GANA,KONDUGA - BAMA RD,11.59356022,13.50230026,"GF/NAF conducted an airstrike against suspected OAG operatives that were crossing the road, killed at least three operatives and destroyed at least two OAG vehicles.",Airstrike,Attack,Armed Conflict,Government Forces,OAG,0
05/04/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,KONDUGA,KALERI,KONDUGA - BAMA RD,11.68620014,13.05910015,GF/NA recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
05/04/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,KALA/BALGE,TILAM,NGALA - RANN RD,12.29829979,14.43089962,"A commercial vehicle escorted by GF/NA hit an OAG road-planted IED along the road. The explosion killed six civilians, injured seven others including an NGO Affiliated Person (NAP) and damaged the vehicle.",RSIED attack,Attack,Terrorism,OAG,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,MAFA,AJIRI,DIKWA - MAFA RD,11.97389984,13.71189976,GF/NA restricted vehicular movements along the road following an OAG attack.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,09:00,BORNO,GWOZA,AMDAGA,,11.20505619,13.67627621,A male OAG operative approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
05/04/2021,19,30.04.2021 - 06.05.2021,09:00,BORNO,MMC/JERE,MAIDUGURI,,11.84759998,13.19779968,"Two male criminals armed with a handgun and a tear gas spray entered a POS shop, sprayed tear gas in the face of the POS attendant and robbed him of money. The criminals had pretended to be customers while entering the shop.",Armed Robbery,Theft,Criminality,Criminals,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,11:00,BORNO,MAFA,KALERI MODU,,11.94193172,13.59329891,"OAG operatives with rifles fired shots into the air, prompting civilians that were working at a construction site and GF/CJTF members that were escorting them to flee. No casualties were reported.",Intimidation,Threat,Terrorism,OAG,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,11:00,BORNO,MAFA,MAFA,MAIDUGURI - MAFA RD,11.91720009,13.59150028,GF/NA restricted vehicular movements along the road. The restriction was linked to an OAG attack that occurred on 04.05.2021 in Ajiri.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,13:00,BORNO,KONDUGA,GONERI KADAWYE,KONDUGA - BAMA RD,11.62979984,13.44439983,An OAG road-planted IED exploded after a goat stepped on it. The explosion killed three goats and injured two others.,RSIED attack,Attack,Terrorism,OAG,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,13:00,GOMBE,AKKO,TUMFURE,,10.28709984,11.08230019,"Two male criminals attempted to burgle a residence while the occupants were away. Nearby civilians sighted, apprehended *arrest* *arrest* and handed them over to GF/NPF.",Burglary,Theft,Criminality,Criminals,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,14:00,BORNO,GUBIO,GUBIO,,12.4989996,12.78479958," ISWAP  operatives with rifles aboard light trucks mounted with HMGs infiltrated the town and fired shots into the air, prompting civilians to flee. GF/NA deployed to the scene and exchanged fire with them for several minutes. The operatives retreated upon arrival of GF Close Air Support (CAS). During the armed clash, stray bullets injured one male civilian and a child. ISWAP claimed the attack via Amaq on 06.05.2021.",SAF attack,Attack,Terrorism,OAG,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,15:00,BORNO,KONDUGA,SAMA’A,,11.64476967,13.34652996,OAG operatives with rifles fired warning shots and  Kidnap/Abduction three female civilians from farmland.,Kidnap/Abduction,Confine,Terrorism,OAG,Civilians,0
05/04/2021,19,30.04.2021 - 06.05.2021,16:00,BORNO,MAFA,AJIRI,,11.97389984,13.71189976,"OAG operatives with rifles aboard several light trucks mounted with HMGs attacked a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until GF vacated the position and retreated to Mafa.  Subsequently, the operatives set on fire several private residences in the area.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/04/2021,19,30.04.2021 - 06.05.2021,22:00,BORNO,KONDUGA,CHOBAL KURA,,11.95422745,13.00398922,"OAG operatives with rifles on foot infiltrated the local night market, fired shots and killed at least two civilians, one CJTF member, injured at least three male civilians and robbed other civilians of valuables.",SAF attack,Attack,Terrorism,OAG,Civilians,0
05/05/2021,19,30.04.2021 - 06.05.2021,01:00,ADAMAWA,MADAGALI,BAKIN DUTSE,,10.83520031,13.47399998,"OAG operatives with rifles infiltrated the area, *burglary* into a private residence and *theft / mugging* foodstuff. While leaving, vigilantes sighted and exchanged fire with them prompting the operatives to retreat with the *theft / mugging*n items. No casualties were reported.",Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
05/05/2021,19,30.04.2021 - 06.05.2021,07:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,"Two OAG operatives together with six of their family members (one female, four girls and one boy) approached a GF/CJTF position on the outskirts of the town and surrendered. They claimed to have arrived from Ngoshe area.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
05/05/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,KONDUGA,NGAURAMARI,KONDUGA - BAMA RD,11.53190041,13.63399982,GF/NA EOD team recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
05/05/2021,19,30.04.2021 - 06.05.2021,11:00,BORNO,KONDUGA,WUDULA,KONDUGA - BAMA RD,11.60669994,13.47920036,"A civilian vehicle escorted by GF/NA hit an OAG road-planted IED along the road. The explosion killed one civilian, injured six others and damaged the vehicle.",RSIED attack,Attack,Terrorism,OAG,Civilians,0
05/05/2021,19,30.04.2021 - 06.05.2021,12:00,YOBE,YUNUSARI,KANAMMA,,13.09939957,12.10779953," ISWAP  operatives with rifles aboard light trucks mounted with HMGs entered the town and set on fire schools, health facilities supported by an IO, a Local Government secretariat and several private residences. The operatives subsequently maintained presence in town 2000hrs of the same day. ISWAP claimed the attack via an-Naba' on 06.05.2021.",SAF attack,Attack,Terrorism,OAG,Civilians,0
05/05/2021,19,30.04.2021 - 06.05.2021,15:00,BORNO,MAGUMERI,KARNOWA,MAIDUGURI - GAJIRAM RD,12.13990021,13.07359982,"OAG operatives with rifles set up an *IVCP* along the road. The operatives opened fire at commercial vehicles in transit after the drivers refused to stop. As a result of the shooting, one driver and four male passengers sustained injuries while two other vehicles sustained damages after colliding with each other. Additionally, the operatives carjacked one other civilian vehicle and Kidnap/Kidnap/Abductionion the driver.",IVCP,Attack,Terrorism,OAG,Civilians,0
05/05/2021,19,30.04.2021 - 06.05.2021,19:00,BORNO,MAFA,AJIRI,,11.97389984,13.71189976,"OAG operatives *armed attack* a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. The outcome was unknown.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/05/2021,19,30.04.2021 - 06.05.2021,19:00,ADAMAWA,MADAGALI,BITIKU,,10.89562511,13.37944412,"OAG operatives with rifles infiltrated the area, *burglary* into private residences and robbed the occupants of foodstuff.",Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
05/05/2021,19,30.04.2021 - 06.05.2021,19:00,BORNO,MMC/JERE,MAIDUGURI,,11.87790012,13.1704998,"Two groups of criminals armed with knives clashed with each other. During the clash, one group killed one male criminal from the rival group. Shortly after, GF/NPF deployed and arrested at least 17 criminals suspected to have links to the clash.",Knife attack,Attack,Criminality,Criminals,Criminals,0
05/05/2021,19,30.04.2021 - 06.05.2021,20:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,"OAG operatives *armed attack* a GF/NA position on the outskirts of the town from Bazamri axis, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/05/2021,19,30.04.2021 - 06.05.2021,23:00,BORNO,MMC/JERE,MAIDUGURI,,11.80900002,13.09420013,"OAG operatives with rifles aboard a vehicle and on several motorcycles attacked a GF/CJTF position near the security trench, prompting CJTF to exchange fire with them for several minutes until they vacated the position. The operatives shot and injured one CJTF member, *theft / mugging* foodstuff and other valuables from the position before withdrawing.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/06/2021,19,30.04.2021 - 06.05.2021,00:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,"A male criminal *theft / mugging* construction materials from an uncomplete building. While leaving, vigilantes on patrol apprehended *arrest* *arrest* him, recovered the *theft / mugging*n items and handed him over to GF/NPF.",Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
05/06/2021,19,30.04.2021 - 06.05.2021,03:00,BORNO,DIKWA,DIKWA,,12.03488064,13.91870022,"OAG operatives with rifles approached a GF/CJTF position and fired shots, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. During the armed clash, stray bullets injured four civilians.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/06/2021,19,30.04.2021 - 06.05.2021,07:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,Four suspected OAG family members (three females and a boy) approached a GF/CJTF position on the outskirts of the town and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
05/06/2021,19,30.04.2021 - 06.05.2021,09:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,GF/NA arrested a male civilian suspected to be an OAG informant in an IDP Camp.,Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
05/06/2021,19,30.04.2021 - 06.05.2021,11:00,BORNO,MAGUMERI,CHOBBOL,,11.93480015,13.02900028,"A large number of civilians staged a peaceful demonstration against the state authorities bemoaning the security situation due to the frequent OAG attacks against their community. GF deployed to the scene, prompting the demonstrators to disperse.",Protest,Rule,Civil Unrest,Civilians,Government Forces,0
05/06/2021,19,30.04.2021 - 06.05.2021,12:00,BORNO,MAGUMERI,NGUBALA BAMMA,,11.91539955,13.06760025,"OAG operatives with rifles approached the outskirts of the town and fired warning shots, prompting civilians fetching firewood to flee. Shortly after, GF/NA together with GF/CJTF members deployed to the scene and exchanged fire with the operatives until they retreated. No casualties were reported.",Intimidation,Threat,Terrorism,OAG,Civilians,0
05/06/2021,19,30.04.2021 - 06.05.2021,12:00,BORNO,DAMBOA,BULABULIN,,11.21110153,12.59842014,"OAG operatives *armed attack* a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until GF vacated their base. The outcome was unknown.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
